"","Population.Code","Region.Country.Area","Year","Series","Value","Footnotes","Source"
"1278",478,"Mauritania",2020,"Current health expenditure (% of GDP)",3.4,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1279",478,"Mauritania",2005,"Domestic general government health expenditure (% of total government expenditure)",3.8,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1280",478,"Mauritania",2010,"Domestic general government health expenditure (% of total government expenditure)",4.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1281",478,"Mauritania",2015,"Domestic general government health expenditure (% of total government expenditure)",5.5,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1282",478,"Mauritania",2018,"Domestic general government health expenditure (% of total government expenditure)",7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1283",478,"Mauritania",2019,"Domestic general government health expenditure (% of total government expenditure)",7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1284",478,"Mauritania",2020,"Domestic general government health expenditure (% of total government expenditure)",7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1285",480,"Mauritius",2005,"Current health expenditure (% of GDP)",3.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1286",480,"Mauritius",2010,"Current health expenditure (% of GDP)",4.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1287",480,"Mauritius",2015,"Current health expenditure (% of GDP)",5.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1288",480,"Mauritius",2018,"Current health expenditure (% of GDP)",5.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1289",480,"Mauritius",2019,"Current health expenditure (% of GDP)",6.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1290",480,"Mauritius",2020,"Current health expenditure (% of GDP)",6.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1291",480,"Mauritius",2005,"Domestic general government health expenditure (% of total government expenditure)",7.4,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1292",480,"Mauritius",2010,"Domestic general government health expenditure (% of total government expenditure)",8.3,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1293",480,"Mauritius",2015,"Domestic general government health expenditure (% of total government expenditure)",9.5,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1294",480,"Mauritius",2018,"Domestic general government health expenditure (% of total government expenditure)",10.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1295",480,"Mauritius",2019,"Domestic general government health expenditure (% of total government expenditure)",10.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1296",480,"Mauritius",2020,"Domestic general government health expenditure (% of total government expenditure)",10.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1297",484,"Mexico",2005,"Current health expenditure (% of GDP)",5.8,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1298",484,"Mexico",2010,"Current health expenditure (% of GDP)",5.7,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1299",484,"Mexico",2015,"Current health expenditure (% of GDP)",5.7,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1300",484,"Mexico",2018,"Current health expenditure (% of GDP)",5.4,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1301",484,"Mexico",2019,"Current health expenditure (% of GDP)",5.4,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1302",484,"Mexico",2020,"Current health expenditure (% of GDP)",6.2,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1303",484,"Mexico",2005,"Domestic general government health expenditure (% of total government expenditure)",11.1,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1304",484,"Mexico",2010,"Domestic general government health expenditure (% of total government expenditure)",10.4,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1305",484,"Mexico",2015,"Domestic general government health expenditure (% of total government expenditure)",10.9,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1306",484,"Mexico",2018,"Domestic general government health expenditure (% of total government expenditure)",10.4,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1307",484,"Mexico",2019,"Domestic general government health expenditure (% of total government expenditure)",10.3,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1308",484,"Mexico",2020,"Domestic general government health expenditure (% of total government expenditure)",11.5,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1309",583,"Micronesia (Fed. States of)",2005,"Current health expenditure (% of GDP)",17.7,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1310",583,"Micronesia (Fed. States of)",2010,"Current health expenditure (% of GDP)",13.1,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1311",583,"Micronesia (Fed. States of)",2015,"Current health expenditure (% of GDP)",12.5,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1312",583,"Micronesia (Fed. States of)",2018,"Current health expenditure (% of GDP)",11.7,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1313",583,"Micronesia (Fed. States of)",2019,"Current health expenditure (% of GDP)",11.3,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1314",583,"Micronesia (Fed. States of)",2020,"Current health expenditure (% of GDP)",11.6,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1315",583,"Micronesia (Fed. States of)",2005,"Domestic general government health expenditure (% of total government expenditure)",4.5,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1316",583,"Micronesia (Fed. States of)",2010,"Domestic general government health expenditure (% of total government expenditure)",3.4,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1317",583,"Micronesia (Fed. States of)",2015,"Domestic general government health expenditure (% of total government expenditure)",5.8,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1318",583,"Micronesia (Fed. States of)",2018,"Domestic general government health expenditure (% of total government expenditure)",5.5,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1319",583,"Micronesia (Fed. States of)",2019,"Domestic general government health expenditure (% of total government expenditure)",5.3,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1320",583,"Micronesia (Fed. States of)",2020,"Domestic general government health expenditure (% of total government expenditure)",4.1,"Data refer to fiscal years beginning 1 October.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1321",492,"Monaco",2005,"Current health expenditure (% of GDP)",2.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1322",492,"Monaco",2010,"Current health expenditure (% of GDP)",2.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1323",492,"Monaco",2015,"Current health expenditure (% of GDP)",2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1324",492,"Monaco",2018,"Current health expenditure (% of GDP)",1.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1325",492,"Monaco",2019,"Current health expenditure (% of GDP)",1.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1326",492,"Monaco",2020,"Current health expenditure (% of GDP)",1.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1327",492,"Monaco",2005,"Domestic general government health expenditure (% of total government expenditure)",7.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1328",492,"Monaco",2010,"Domestic general government health expenditure (% of total government expenditure)",9.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1329",492,"Monaco",2015,"Domestic general government health expenditure (% of total government expenditure)",8.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1330",492,"Monaco",2018,"Domestic general government health expenditure (% of total government expenditure)",6.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1331",492,"Monaco",2019,"Domestic general government health expenditure (% of total government expenditure)",5.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1332",492,"Monaco",2020,"Domestic general government health expenditure (% of total government expenditure)",4.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1333",496,"Mongolia",2005,"Current health expenditure (% of GDP)",3.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1334",496,"Mongolia",2010,"Current health expenditure (% of GDP)",3.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1335",496,"Mongolia",2015,"Current health expenditure (% of GDP)",4.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1336",496,"Mongolia",2018,"Current health expenditure (% of GDP)",3.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1337",496,"Mongolia",2019,"Current health expenditure (% of GDP)",4.2,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1338",496,"Mongolia",2020,"Current health expenditure (% of GDP)",4.9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1339",496,"Mongolia",2005,"Domestic general government health expenditure (% of total government expenditure)",9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1340",496,"Mongolia",2010,"Domestic general government health expenditure (% of total government expenditure)",7.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1341",496,"Mongolia",2015,"Domestic general government health expenditure (% of total government expenditure)",7.7,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1342",496,"Mongolia",2018,"Domestic general government health expenditure (% of total government expenditure)",7.8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1343",496,"Mongolia",2019,"Domestic general government health expenditure (% of total government expenditure)",8,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1344",496,"Mongolia",2020,"Domestic general government health expenditure (% of total government expenditure)",8.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1345",499,"Montenegro",2015,"Current health expenditure (% of GDP)",9,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1346",499,"Montenegro",2018,"Current health expenditure (% of GDP)",8.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1347",499,"Montenegro",2019,"Current health expenditure (% of GDP)",8.3,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1348",499,"Montenegro",2020,"Current health expenditure (% of GDP)",11.4,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1349",499,"Montenegro",2015,"Domestic general government health expenditure (% of total government expenditure)",11.6,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1350",499,"Montenegro",2018,"Domestic general government health expenditure (% of total government expenditure)",10.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1351",499,"Montenegro",2019,"Domestic general government health expenditure (% of total government expenditure)",11.5,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1352",499,"Montenegro",2020,"Domestic general government health expenditure (% of total government expenditure)",13.1,"","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1353",504,"Morocco",2005,"Current health expenditure (% of GDP)",4.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1354",504,"Morocco",2010,"Current health expenditure (% of GDP)",5.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1355",504,"Morocco",2015,"Current health expenditure (% of GDP)",5.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1356",504,"Morocco",2018,"Current health expenditure (% of GDP)",5.3,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1357",504,"Morocco",2019,"Current health expenditure (% of GDP)",5.4,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1358",504,"Morocco",2020,"Current health expenditure (% of GDP)",6,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1359",504,"Morocco",2005,"Domestic general government health expenditure (% of total government expenditure)",3.9,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1360",504,"Morocco",2010,"Domestic general government health expenditure (% of total government expenditure)",7.5,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1361",504,"Morocco",2015,"Domestic general government health expenditure (% of total government expenditure)",7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1362",504,"Morocco",2018,"Domestic general government health expenditure (% of total government expenditure)",7.2,"Data based on calendar year (January 1 to December 31).;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1363",504,"Morocco",2019,"Domestic general government health expenditure (% of total government expenditure)",7.4,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1364",504,"Morocco",2020,"Domestic general government health expenditure (% of total government expenditure)",7.2,"Data revision.;Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1365",508,"Mozambique",2005,"Current health expenditure (% of GDP)",4.4,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1366",508,"Mozambique",2010,"Current health expenditure (% of GDP)",5.4,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1367",508,"Mozambique",2015,"Current health expenditure (% of GDP)",6.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1368",508,"Mozambique",2018,"Current health expenditure (% of GDP)",8.1,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1369",508,"Mozambique",2019,"Current health expenditure (% of GDP)",8,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1370",508,"Mozambique",2020,"Current health expenditure (% of GDP)",7.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1371",508,"Mozambique",2005,"Domestic general government health expenditure (% of total government expenditure)",8.4,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1372",508,"Mozambique",2010,"Domestic general government health expenditure (% of total government expenditure)",4.7,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1373",508,"Mozambique",2015,"Domestic general government health expenditure (% of total government expenditure)",5.6,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1374",508,"Mozambique",2018,"Domestic general government health expenditure (% of total government expenditure)",5.8,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1375",508,"Mozambique",2019,"Domestic general government health expenditure (% of total government expenditure)",6.2,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1376",508,"Mozambique",2020,"Domestic general government health expenditure (% of total government expenditure)",7.3,"Data based on calendar year (January 1 to December 31).","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1377",104,"Myanmar",2005,"Current health expenditure (% of GDP)",2.3,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1378",104,"Myanmar",2010,"Current health expenditure (% of GDP)",2,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1379",104,"Myanmar",2015,"Current health expenditure (% of GDP)",5.5,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1380",104,"Myanmar",2018,"Current health expenditure (% of GDP)",4.9,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1381",104,"Myanmar",2019,"Current health expenditure (% of GDP)",4.7,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1382",104,"Myanmar",2020,"Current health expenditure (% of GDP)",4.6,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1383",104,"Myanmar",2005,"Domestic general government health expenditure (% of total government expenditure)",1.3,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1384",104,"Myanmar",2010,"Domestic general government health expenditure (% of total government expenditure)",1.4,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1385",104,"Myanmar",2015,"Domestic general government health expenditure (% of total government expenditure)",5,"Data revision.;Data refer to fiscal years beginning 1 April.;Country is still reporting data based on SHA 1.0.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1386",104,"Myanmar",2018,"Domestic general government health expenditure (% of total government expenditure)",3.5,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1387",104,"Myanmar",2019,"Domestic general government health expenditure (% of total government expenditure)",3.6,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1388",104,"Myanmar",2020,"Domestic general government health expenditure (% of total government expenditure)",3.4,"Data revision.;Data refer to fiscal years beginning 1 April.;Data are based on SHA2011.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1389",516,"Namibia",2005,"Current health expenditure (% of GDP)",10.2,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1390",516,"Namibia",2010,"Current health expenditure (% of GDP)",9.7,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1391",516,"Namibia",2015,"Current health expenditure (% of GDP)",10,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1392",516,"Namibia",2018,"Current health expenditure (% of GDP)",8.3,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1393",516,"Namibia",2019,"Current health expenditure (% of GDP)",8.5,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1394",516,"Namibia",2020,"Current health expenditure (% of GDP)",8.9,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1395",516,"Namibia",2005,"Domestic general government health expenditure (% of total government expenditure)",16.3,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1396",516,"Namibia",2010,"Domestic general government health expenditure (% of total government expenditure)",11.9,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1397",516,"Namibia",2015,"Domestic general government health expenditure (% of total government expenditure)",9.6,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1398",516,"Namibia",2018,"Domestic general government health expenditure (% of total government expenditure)",10.7,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1399",516,"Namibia",2019,"Domestic general government health expenditure (% of total government expenditure)",10.7,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1400",516,"Namibia",2020,"Domestic general government health expenditure (% of total government expenditure)",10.7,"Data refer to fiscal years beginning 1 April.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1401",520,"Nauru",2005,"Current health expenditure (% of GDP)",10.3,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1402",520,"Nauru",2010,"Current health expenditure (% of GDP)",12.7,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1403",520,"Nauru",2015,"Current health expenditure (% of GDP)",13.7,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1404",520,"Nauru",2018,"Current health expenditure (% of GDP)",11.7,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1405",520,"Nauru",2019,"Current health expenditure (% of GDP)",12.2,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1406",520,"Nauru",2020,"Current health expenditure (% of GDP)",12,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1407",520,"Nauru",2005,"Domestic general government health expenditure (% of total government expenditure)",25.4,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1408",520,"Nauru",2010,"Domestic general government health expenditure (% of total government expenditure)",10.2,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
"1409",520,"Nauru",2015,"Domestic general government health expenditure (% of total government expenditure)",9.9,"Data refer to fiscal years beginning 1 July.;General government expenditure (GGE) can be larger than the Gross domestic product (GDP) because government accounts for a very large part of domestic consumption and because a large part of domestic consumption in the country is accounted for by imports.;Indicators are sensitive to external funds flowing in to the country.","World Health Organization (WHO), Geneva, WHO Global Health Expenditure database, last accessed April 2023."
